universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
b1622a8e1f50f7787d172a6f7cf6c977,penalized_logreg,nationality-sex,keep-all,0.40023263050576596,0.8155166648088285,0.9259391372199309
