universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
0f43291b17a5b4460355d5d20bb34cd2,gbm,none,keep-all,0.36218398003206764,0.8162746628023632,0.9131646416230075
