universe_id,universe_training_year,universe_training_size,universe_scale,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
4116f1697dbc7e6e489e663c66dfbb1a,2014,1k,do-not-scale,penalized_logreg,age,drop-non-german,0.6751996986160533,0.910333296176569,1.2803254932560473,0.9098530799299097,0.9569415595351709,0.9651445555255337,0.9433681073025335
