universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,universe_scale,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
4174901d0e4d984240c819a4abc731b9,gbm,none,drop-non-german,scale,0.6587252055172536,0.9114591461375543,1.1106454129974361,0.914570696859415,0.9095604333913434,0.9252454291632892,0.8836065573770492
