universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,universe_scale,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
2233abf9c774317f7713a5c1bb407f66,gbm,age,keep-all,scale,0.6775934178813017,0.9106454129974362,1.11456916731691,0.9112279282922227,0.9087183517655645,0.9252454291632892,0.881371087928465
