universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,universe_scale,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
5539f2b5ba0459bf5d7982c73f4aef2e,gbm,age,drop-non-german,do-not-scale,0.6774567276063499,0.9116263515773046,1.117991305317133,0.9117401267017118,0.9075955762645259,0.9241646401873368,0.8801788375558868
