universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,universe_scale,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
f568879a02f507d41630c6d266d8d88e,gbm,nationality,drop-non-german,scale,0.6587502679635155,0.9114814401961877,1.110723442202653,0.9146246124814665,0.9096165721663954,0.9253354949112852,0.8836065573770492
