universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,universe_scale,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
d7bdbf272aab48e36e28e914be5b0a44,elasticnet,nationality,drop-non-german,do-not-scale,0.6852432067647816,0.9066324824434289,1.1349793779957642,0.9054319989216876,0.9069780497389547,0.922183193731424,0.8818181818181818
