universe_id,universe_training_size,universe_scale,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
be4d6ebf3da61fe669782533d9a605aa,2014,scale,penalized_logreg,none,keep-all,0.6725461765555591,0.9124846728346896,1.1206108572065545,0.9119827470009435,0.9111323190927973,0.9261460866432496,0.8862891207153503
