universe_id,universe_training_size,universe_scale,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
06e01a0bd8d7b6de6dc1f16367164f69,5k,do-not-scale,logreg,nationality,keep-all,0.6832193219273258,0.911615204547988,1.193947163081039,0.910769645504785,0.9259529557065065,0.9397460145906512,0.9031296572280179
