universe_id,universe_training_size,universe_scale,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
7163911a49d78d51026764e9ea55c317,2014,do-not-scale,rf,nationality-sex,keep-all,0.6599999999999999,0.9167316910043474,1.1430163861330955,0.9169699420407063,0.9143322292707573,0.9275871386111861,0.8923994038748138
