universe_id,universe_training_size,universe_scale,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
fc6fc16329ae5cf33f070fded762cbde,2014,do-not-scale,elasticnet,sex,drop-non-german,0.6891121577177177,0.9114591461375543,1.1320365622561588,0.9105000673945276,0.9069219109639027,0.9228136539673962,0.8806259314456035
