universe_id,universe_training_size,universe_scale,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
c8b9a0f49f09be5f4ee439877d577e2f,2014,scale,elasticnet,age,drop-non-german,0.6785391693203346,0.9123954966001561,1.1217255601382232,0.9103922361504246,0.9060798293381238,0.9236242456993605,0.8770491803278688
