,level_0,level_1,level_2,individual importance,total importance,individual std,total std
2,universe_model,,,0.46560902007555927,0.46560902007555927,0.13427592065170119,0.13427592065170119
4,universe_exclude_features,universe_model,,0.17650633184341746,0.7383661506989927,0.08213586683832086,0.11227611237412774
6,universe_exclude_features,universe_exclude_subgroups,universe_model,0.10003119425372942,0.9999999999999987,0.05085204683685049,3.2268169534907233e-15
0,universe_exclude_features,,,0.096250798780016,0.096250798780016,0.05818954118249919,0.05818954118249919
3,universe_exclude_features,universe_exclude_subgroups,,0.06825359603312453,0.21637045037286362,0.033850718839933035,0.05990320998815784
1,universe_exclude_subgroups,,,0.05186605555972307,0.05186605555972307,0.03584599129592737,0.03584599129592737
5,universe_exclude_subgroups,universe_model,,0.04148300345442891,0.5589580790897113,0.03159395476921241,0.1188367739093251
