universe_id,universe_training_year,universe_training_size,universe_scale,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
c66c2173f7b86dee98e813af13a043de,2010_14,1k,scale,gbm,nationality-sex,drop-non-german,0.778889001939021,0.9077917734923644,1.1968119496154277,0.9063485644965628,0.90596755178802,0.9235341799513644,0.8769001490312965
ba805f298b8075471d602c2943d6caa3,2010_14,5k,scale,penalized_logreg,nationality,drop-non-german,0.680114424004127,0.9110912941701036,1.1459480548433842,0.9086399784337512,0.9126480660191996,0.9281275330991624,0.8870342771982116
bea022580b1502908627ea434f709402,2014,1k,scale,elasticnet,age,keep-all,0.7822258172652443,0.9070449225281464,1.2336082933898116,0.9039762771262974,0.9079324089148376,0.927316941367198,0.8758569299552906
780cf5092520daec9715e8d836e8b098,2014,1k,do-not-scale,elasticnet,nationality-sex,keep-all,0.634640537398397,0.9119607624568052,1.280336640285364,0.9096913330637552,0.964744849267389,0.9727100783572008,0.9515648286140088
e1a9119fd608c72be697566b91ecafe9,2014,1k,do-not-scale,logreg,sex,keep-all,0.6897516705343434,0.9095975922416676,1.2224947051610746,0.90750775037067,0.9299388087351934,0.9434387102584888,0.9076005961251864
b46246eb21aea6b3a0a281155946e643,2012_14,5k,scale,rf,nationality-sex,drop-non-german,0.6699999999999999,0.9122728792776724,1.1418348010255266,0.9075347081816956,0.907539437489474,0.9258758893992616,0.8771982116244411
ddff2de0f0828b13ea3c84b8a5623388,2012_14,1k,scale,logreg,nationality,keep-all,0.8122915236114419,0.9086389477204324,1.2561029985508865,0.9019274834883408,0.9140515353954975,0.93227055750698,0.8839046199701938
83efe45945cb1e3c29cd26bce321c0bd,2012_14,5k,do-not-scale,logreg,nationality,keep-all,0.6825429794000628,0.9115594694014044,1.204168988964441,0.9081547378352878,0.9314545556615956,0.9443393677384492,0.9101341281669152
b0d0a0ad52cebb12b6042dc2396b6f87,2012_14,25k,do-not-scale,gbm,nationality-sex,keep-all,0.6601781415683268,0.9118047040463716,1.1159402519228625,0.913519342229411,0.9084376578903048,0.9250652976672972,0.8809239940387481
14c3a962f8754341c9e01797abbb2346,2014,1k,do-not-scale,penalized_logreg,sex,drop-non-german,0.6921016683670521,0.9090959759224166,1.247954520120388,0.908990429977086,0.9414472576208388,0.951544627578132,0.9247391952309983
7f1cc2e4b28484658178dc22476311a3,2010_14,25k,scale,penalized_logreg,none,keep-all,0.6600230364403135,0.9104893545870024,1.1253594916954632,0.9091521768432403,0.9129287598944592,0.9290281905791228,0.8862891207153503
337819262d0eb0902bb9d3960ccd8191,2010_14,25k,scale,elasticnet,none,drop-non-german,0.6596357576015205,0.910221825883402,1.1251922862557129,0.9082625690793908,0.9102902374670184,0.927136809871206,0.882414307004471
699dd70a6b9bfded35d39be70f7d5bca,2010_14,5k,scale,elasticnet,age,keep-all,0.6864617215597191,0.9109129417010366,1.1483669602051054,0.9083973581345196,0.9088867680907202,0.9253354949112852,0.8816691505216095
0da585ab060c60c1f57114e361b24cd3,2014,1k,do-not-scale,rf,nationality-sex,keep-all,0.6699999999999999,0.914000668821759,1.151655333853528,0.9101226580401672,0.9101779599169146,0.9258758893992616,0.8842026825633383
4bbd0c413f6e32dfefddcbd6a0049e1e,2014,1k,do-not-scale,penalized_logreg,age,keep-all,0.6656645411572835,0.9109909709062536,1.264909151711069,0.9099069955519612,0.958457306461573,0.966315410249482,0.9454545454545454
1af6cf87beb9989d6e73e4a164af30d0,2014,1k,scale,elasticnet,none,keep-all,0.7769327191723893,0.9066324824434288,1.2254932560472631,0.9046502224019408,0.9088867680907202,0.9262361523912456,0.8801788375558868
4b047cf69e16377a9041eab13e222271,2014,25k,scale,gbm,age,keep-all,0.6888110809928176,0.909831679857318,1.1147029316687105,0.9102844049063216,0.9087744905406164,0.9241646401873368,0.8833084947839046
6bbc2ba84ee6061532b1418a0301613b,2014,25k,do-not-scale,rf,age,drop-non-german,0.6699999999999999,0.9160071340987628,1.1496154274885744,0.9144359078042864,0.9134340088699264,0.927407007115194,0.8903129657228018
0fcde13c038893e8d88014cec98cfa3a,2014,25k,scale,rf,sex,keep-all,0.6599999999999999,0.9139003455579088,1.13812284026307,0.913195848497102,0.9115814292932128,0.9256056921552732,0.8883755588673622
ba1118aa742c6c7423096d78797bd1ce,2014,1k,scale,logreg,none,drop-non-german,0.8446131948566145,0.9080704492252816,1.2678965555679411,0.9052432942445072,0.9109639027676416,0.9287579933351346,0.8815201192250373
148c87e04e6078e0a1ae23c736858883,2012_14,25k,do-not-scale,penalized_logreg,none,drop-non-german,0.6603350038864799,0.912038791662022,1.218916508750418,0.9113627173473514,0.9399315106944368,0.9508241015941638,0.9219076005961252
9bda886fc2507c850b644e50e90aff0b,2012_14,5k,do-not-scale,logreg,none,drop-non-german,0.6782065653452044,0.911648645635938,1.2107680303199198,0.909179134654266,0.9365631841913208,0.9479419976582906,0.9177347242921012
8f4b47d97fbd9f7a98ffce439b9a55b3,2014,5k,do-not-scale,logreg,age,drop-non-german,0.6409053230684719,0.9113365288150708,1.2493590458142905,0.9096913330637552,0.9587941391118846,0.9666756732414664,0.94575260804769
214ff89a7cdbc9f29cf98c65c7a34ac3,2012_14,1k,scale,rf,age,drop-non-german,0.6699999999999999,0.9140118158510756,1.1826217812952848,0.914462865615312,0.9077078538146298,0.9160587228676934,0.8938897168405365
9c06d4b6f1d73722c3d71b7d3b53cfc5,2014,1k,scale,rf,nationality-sex,keep-all,0.6699999999999999,0.914034109909709,1.151800245234645,0.91023048928427,0.9102340986919666,0.9259659551472575,0.8842026825633383
83f2147e7ba3ffae36fef867021f1355,2014,25k,scale,penalized_logreg,sex,drop-non-german,0.6758409326809971,0.9125069668933228,1.1255712852524802,0.9126297344655614,0.9115814292932128,0.9263262181392417,0.8871833084947839
7ce930452dc10f11e7fccd94bd1c790d,2014,25k,scale,penalized_logreg,age,keep-all,0.6796543145147559,0.9125181139226396,1.1268308995652658,0.9113627173473514,0.910570931342278,0.9259659551472575,0.885096870342772
a6a023218cc8736e82036206f295d833,2012_14,25k,do-not-scale,penalized_logreg,sex,drop-non-german,0.6617671033871424,0.911682086723888,1.2130197302418906,0.9110122658040168,0.9369561556166844,0.9483923263982708,0.918032786885246
d2cfd3c96f4207e7a51629c84d1fa1bc,2014,25k,scale,gbm,age,drop-non-german,0.6976592053935815,0.9102441199420356,1.1151153717534277,0.9091252190322144,0.9057429966878122,0.9229937854633884,0.8771982116244411
f6df60603966508ba4e55992e70ea511,2012_14,1k,do-not-scale,gbm,nationality-sex,drop-non-german,0.7839942369508665,0.911682086723888,1.1873704157841936,0.9077773284809274,0.9055745803626564,0.9237143114473566,0.875558867362146
45d2a3d0e4ff7c68b762e4b2d2b70fa5,2012_14,5k,do-not-scale,elasticnet,none,drop-non-german,0.6721076196423438,0.9128636718314568,1.2764909151711068,0.9092330502763176,0.964744849267389,0.973430604341169,0.9503725782414308
29bbfc090457b375162cd6d5988a0c0d,2010_14,1k,scale,rf,nationality-sex,drop-non-german,0.64,0.9139003455579088,1.149827221045591,0.9113357595363256,0.902823780385112,0.9232639827073764,0.8690014903129657
01ad57a06f1e1b6acf43537ae97981e4,2010_14,5k,scale,penalized_logreg,sex,keep-all,0.6766195653651433,0.9111358822873704,1.1445881172667485,0.9099878689850384,0.910570931342278,0.9257858236512654,0.8853949329359165
e754cfc9b719c38bf21e8112387871ee,2012_14,25k,scale,logreg,sex,keep-all,0.664388814767638,0.9118158510756884,1.1253037565488797,0.9111200970481196,0.9102340986919666,0.9258758893992616,0.8843517138599106
d9b1aab13a90fa48ecd4cbc5aa821279,2012_14,25k,scale,rf,nationality-sex,drop-non-german,0.65,0.9129751421246238,1.136551109129417,0.912252325111201,0.9057429966878122,0.92227325947942,0.8783904619970194
930299e415470d94c36360ed1eb0551d,2012_14,25k,do-not-scale,elasticnet,nationality,drop-non-german,0.6575257506411727,0.9139003455579088,1.2491026641400067,0.9127375657096644,0.960871273788806,0.9681167252094028,0.9488822652757078
8d573b496bccee6b4b1383cd1b7c0319,2012_14,1k,do-not-scale,rf,nationality,keep-all,0.6699999999999999,0.9165979266525472,1.157997993534723,0.9154872624342903,0.9086060742154606,0.924795100423309,0.8818181818181818
fcddc6e15fac6ef4e6faa012478a032b,2012_14,1k,scale,gbm,none,drop-non-german,0.7828054751056664,0.9102887080593022,1.1870917400512764,0.904111066181426,0.9041711109863584,0.9238043771953526,0.8716840536512668
df1d70a9c3fabc56388926d92981af4a,2010_14,5k,do-not-scale,penalized_logreg,nationality-sex,drop-non-german,0.6763864441185176,0.9130866124177908,1.2155501058967786,0.913411510985308,0.9394262617189691,0.9489327208862468,0.9236959761549924
d7dccece4db11ea8e4cc2e5127e6e2d9,2010_14,1k,scale,logreg,sex,keep-all,0.7709247527207012,0.9067885408538624,1.2381562813510198,0.90769645504785,0.91528658844664,0.929658650815095,0.89150521609538
78924c731e47e7743fc17f95487eb533,2012_14,1k,do-not-scale,penalized_logreg,age,drop-non-german,0.6715614924485276,0.9138669044699588,1.2635269200757997,0.9138158781506942,0.9628361309156234,0.9689273169413672,0.9527570789865872
cb4bfe6f8e8f1bf35296b58ed520701d,2014,25k,scale,gbm,nationality-sex,keep-all,0.6817034706888216,0.9102552669713522,1.1093746516553338,0.912144493867098,0.9100656823668108,0.9250652976672972,0.8852459016393442
60ebf4699c19f6b356b9cca1ba7479d8,2014,25k,do-not-scale,elasticnet,nationality-sex,keep-all,0.6608873986645221,0.9133875822093412,1.2608070449225282,0.9121175360560724,0.9627238533655196,0.9702783031613078,0.9502235469448584
e738aced91e6b0645fb067ce7c5efa80,2012_14,1k,do-not-scale,logreg,none,keep-all,0.6977059943794344,0.9118158510756884,1.206164307212128,0.9087478096778542,0.9293212822096222,0.9432585787624966,0.9062593144560358
3bc524dae14e5b9bf8e4201bdee63caa,2014,1k,do-not-scale,rf,nationality,drop-non-german,0.6699999999999999,0.9141678742615094,1.1486902240552892,0.910446151772476,0.9073710211643182,0.9256957579032694,0.8770491803278688
194bb59a20d98ce77c78aeea962e6fe2,2010_14,5k,scale,logreg,none,drop-non-german,0.6851123866432449,0.9104782075576858,1.1480659904135548,0.9081816956463136,0.9126480660191996,0.9280374673511664,0.8871833084947839
e12c481d3f3f212999a9138e6b4dfbaf,2014,25k,scale,gbm,none,keep-all,0.6806086893678704,0.9107791773492364,1.1100992085609185,0.9127106078986388,0.9104586537921744,0.9251553634152933,0.886140089418778
534d544279a1fb5ed1c2d701ffddabda,2010_14,25k,scale,gbm,nationality-sex,drop-non-german,0.6644479348517421,0.9117489688997882,1.1166202207111804,0.912252325111201,0.9112445966429013,0.9265964153832298,0.8858420268256334
bf307a039ea109179d9305df658ac9a7,2010_14,25k,do-not-scale,gbm,none,drop-non-german,0.6643988046082314,0.9120945268086056,1.1171775721770147,0.9113896751583772,0.910795486442486,0.9265964153832298,0.8846497764530551
b6ef4c040cdd5ecae48067b21fb66e5a,2010_14,25k,do-not-scale,logreg,nationality,drop-non-german,0.6739806319281745,0.9107791773492364,1.2128525248021402,0.910338320528373,0.9362824903160611,0.9477618661622984,0.9172876304023844
f5a0c96c78f8dedbb1206fc7edda9acf,2012_14,1k,do-not-scale,logreg,nationality,drop-non-german,0.6947777675276768,0.912428937688106,1.2294727455133208,0.9114166329694028,0.9409981474204232,0.951634693326128,0.923397913561848
c608c3d0b2178cfb837fbb7735f55a91,2014,25k,do-not-scale,logreg,nationality-sex,drop-non-german,0.6671452708317711,0.9127410545089734,1.224300523910378,0.9116322954576088,0.9400999270195924,0.951544627578132,0.9211624441132638
dd6a72b9ee8d00e5e87f024922c8b72d,2012_14,1k,scale,logreg,sex,keep-all,0.8066884785326449,0.908159625459815,1.2492252814624902,0.9040571505593746,0.9151743108965362,0.929658650815095,0.8912071535022354
610e58dec1e91a2de55a91791b512955,2014,1k,scale,penalized_logreg,age,drop-non-german,0.7724069127124801,0.908549771485899,1.2163972801248468,0.9040841083704004,0.90450794363667,0.9241646401873368,0.8719821162444114
0b4807607cad1526d8e6418f2999cbc7,2014,1k,scale,rf,sex,drop-non-german,0.6599999999999999,0.9126630253037564,1.1437186489800468,0.9085860628116996,0.9061359681131758,0.9256957579032694,0.8737704918032787
f7e60d8bf3ee3cfc90e82fb457e1f056,2012_14,25k,do-not-scale,logreg,age,keep-all,0.6545666879419041,0.9126407312451232,1.2503622784527924,0.9122792829222268,0.962387020715208,0.9680266594614068,0.9530551415797316
876d35cfdafd654037f16ffa9789291b,2014,5k,do-not-scale,penalized_logreg,nationality,keep-all,0.681790067396813,0.9116374986066214,1.1982610634265969,0.90896347216606,0.9253354291809353,0.9411870665585876,0.8991058122205663
efe1c0db68e01ee9138c86046fdbc66b,2010_14,25k,scale,rf,age,keep-all,0.6599999999999999,0.9144688440530598,1.142002006465277,0.9132497641191536,0.9097288497164993,0.924795100423309,0.8847988077496274
374bbd1de2a88e65a714ebc0bc842f72,2010_14,1k,do-not-scale,elasticnet,nationality-sex,keep-all,0.6867165707683488,0.9122617322483558,1.3151599598706945,0.910877476748888,0.969404367596699,0.9776636944969828,0.9557377049180328
1b8e23e1b739e0b606b946931e0e2171,2012_14,25k,do-not-scale,logreg,none,keep-all,0.6799610804304876,0.911581763460038,1.2020510533942703,0.9103652783393988,0.9296581148599338,0.9428082500225164,0.9078986587183308
a6cd33df1c2d446060ffdb239b964dbe,2014,5k,scale,elasticnet,none,keep-all,0.6839208750421119,0.9099654442091184,1.133496823096645,0.9071033832052836,0.9102902374670184,0.9290281905791228,0.879284649776453
4c73bfef57c5b28876051c118bdda352,2012_14,5k,scale,rf,age,drop-non-german,0.6799999999999999,0.9145134321703268,1.148801694348456,0.90877476748888,0.906697355863695,0.9249752319193012,0.8764530551415798
1f6a1f3252941349178aca208d5f5ea4,2010_14,1k,scale,logreg,age,drop-non-german,0.7903110860439891,0.9088953293947164,1.237409430386802,0.9083164847014422,0.9094481558412396,0.9245249031793208,0.8845007451564829
a29e02a24a85992acf1451d3921a0e08,2010_14,5k,scale,elasticnet,nationality,keep-all,0.6783513321441621,0.911325381785754,1.1464831122505852,0.9092869658983692,0.912311233368888,0.9283977303431504,0.8856929955290611
cda0100fe51dcb71f034c2848d607fdd,2014,1k,do-not-scale,gbm,sex,keep-all,0.7410405251184584,0.9099097090625348,1.1558466168766024,0.9066990160398976,0.9066412170886432,0.9245249031793208,0.8770491803278688
344156b130ace55d88a681c2ab38a70c,2012_14,5k,do-not-scale,elasticnet,nationality-sex,keep-all,0.6783828830875958,0.9128079366848736,1.2748077137442873,0.9089095565440086,0.96390276764161,0.9728902098531929,0.94903129657228
29a35737d5b879291748b5ba3f98e2b9,2014,5k,scale,rf,nationality-sex,drop-non-german,0.6599999999999999,0.914179021290826,1.1451677627912162,0.9127375657096644,0.9120305394936282,0.9263262181392417,0.8883755588673622
ca85724bd243560626cd8d5e828ced30,2014,25k,do-not-scale,logreg,none,drop-non-german,0.6614582200333701,0.9127076134210232,1.225682755545647,0.9116862110796604,0.9440296412732274,0.9544267315140053,0.9268256333830104
8daf8e3af60a39964e8bad4b7944f840,2010_14,5k,do-not-scale,elasticnet,age,drop-non-german,0.6933480865517423,0.9138446104113254,1.2932560472634045,0.9144089499932604,0.9715376410486724,0.9775736287489868,0.9615499254843516
5b1db7df375210c31947652f9cf20c6d,2014,1k,scale,elasticnet,none,drop-non-german,0.8097912404712461,0.908761565042916,1.2456470850518335,0.905593745787842,0.9060798293381238,0.924614968927317,0.8754098360655738
a2f5b00e3eceff8181cdf3dffe571a8a,2014,25k,scale,elasticnet,none,drop-non-german,0.6758755123061104,0.9127299074796568,1.1258165198974472,0.9117940423237632,0.9125357884690956,0.9281275330991624,0.886736214605067
683765583719c3b652cda582b2308691,2012_14,1k,scale,penalized_logreg,nationality,keep-all,0.753862831635831,0.9106454129974362,1.1979600936350463,0.9026823021970616,0.9126480660191996,0.9315500315230116,0.881371087928465
0d54dd7ab85f806d54fba587da23e80a,2014,1k,scale,penalized_logreg,nationality,keep-all,0.7473661727998842,0.9077360383457808,1.202530375654888,0.9037336568270656,0.9072026048391624,0.9256957579032694,0.876602086438152
50ad0429ef9623fa1dc1365266e59c52,2010_14,25k,scale,gbm,none,drop-non-german,0.6644352031068701,0.9120833797792888,1.1172556013822317,0.9113896751583772,0.910795486442486,0.9265964153832298,0.8846497764530551
3ae35757b7b6d2c1e579ce40c642c63b,2012_14,5k,do-not-scale,penalized_logreg,none,drop-non-german,0.6763951487834295,0.9114925872255044,1.2083268308995652,0.9092330502763176,0.9345983270645034,0.946320814194362,0.9152011922503726
b8fc0fe78241071ea616fa9dfa708251,2012_14,25k,scale,penalized_logreg,sex,keep-all,0.6650178353997839,0.911826998105005,1.1251811392263962,0.9113896751583772,0.9102340986919666,0.9257858236512654,0.8845007451564829
fe07dd8533d68c04238a04caaaaa9b9a,2010_14,25k,do-not-scale,penalized_logreg,age,keep-all,0.6646790692997064,0.9130197302418904,1.25087504180136,0.9128723547647932,0.9621063268399483,0.9677564622174188,0.9527570789865872
e9c4c3c052282fdc8f331ac7822c293f,2014,1k,scale,logreg,age,drop-non-german,0.848647983258721,0.9078252145803144,1.2700479322260618,0.903491036527834,0.9065289395385392,0.9262361523912456,0.873919523099851
13e7cddc02b768f910388562d8f395a7,2010_14,5k,scale,rf,age,drop-non-german,0.6699999999999999,0.9120610857206556,1.1486790770259725,0.9128723547647932,0.8954696008533094,0.9036296496442404,0.8819672131147541
d60345fea970abeba2c32e4356b35326,2010_14,25k,scale,logreg,nationality,drop-non-german,0.659467698378766,0.9101326496488684,1.1249804926986957,0.9079929909691332,0.9102340986919666,0.927136809871206,0.8822652757078987
7a41c966b66056799148d785c876c523,2014,1k,do-not-scale,elasticnet,nationality,drop-non-german,0.6226958907810831,0.9127410545089734,1.285932449002341,0.9119557891899178,0.9659799023185314,0.9728902098531929,0.9545454545454546
a457ffe572c7335c47a8cfe0cca654b8,2014,5k,scale,rf,sex,keep-all,0.6699999999999999,0.9144911381116932,1.1521123620555125,0.912144493867098,0.9072026048391624,0.9215527334954516,0.8834575260804769
18c910520d1d71a944822651ddad9271,2010_14,5k,scale,penalized_logreg,none,drop-non-german,0.6801144238871474,0.9110912941701036,1.1459480548433842,0.9086399784337512,0.9126480660191996,0.9281275330991624,0.8870342771982116
a42ca654085c200cd39836d3496ff82f,2012_14,25k,scale,gbm,nationality,drop-non-german,0.6574239469295966,0.9115148812841378,1.1158287816296957,0.9127106078986388,0.9078762701397856,0.924705034675313,0.8800298062593145
12ef4eeb910ad56472244a2be83a4181,2014,1k,do-not-scale,elasticnet,age,drop-non-german,0.6224221138693207,0.91271876045034,1.2869468286701593,0.9118749157568404,0.9660360410935832,0.973160407097181,0.95424739195231
f289d74a388ce19e243e4ca464ce0faf,2010_14,1k,do-not-scale,penalized_logreg,none,keep-all,0.6975922494441371,0.9114814401961876,1.2177349236428492,0.9108505189378624,0.9277493965081682,0.941727461046564,0.9046199701937406
4fe275890e60c4b7b97b9c650de2a732,2014,1k,do-not-scale,gbm,nationality,keep-all,0.7470942757361663,0.9095641511537176,1.157106231189388,0.9058363660870736,0.906753494638747,0.924705034675313,0.8770491803278688
74fcf03e3b9c47a0d3da64ee92fd2a31,2014,5k,scale,elasticnet,nationality-sex,drop-non-german,0.6903658239030203,0.9100769145022852,1.136673726451901,0.9086399784337512,0.9083253803402008,0.9258758893992616,0.879284649776453
d0244d15b7833a217d31e37c69f95bca,2010_14,25k,do-not-scale,penalized_logreg,none,drop-non-german,0.663266581144938,0.9111358822873704,1.2107345892319696,0.9106887720717076,0.934879020939763,0.946771142934342,0.9152011922503726
3bf18228d7305e666a9ed0efdacc6518,2012_14,25k,do-not-scale,rf,none,drop-non-german,0.6599999999999999,0.915639282131312,1.148054843384238,0.9156490093004448,0.9086622129905124,0.9238944429433488,0.8834575260804769
8c6353d5edf94eaa8deebd2508714d09,2010_14,1k,scale,rf,none,keep-all,0.65,0.9139895217924424,1.149838368074908,0.9127645235206902,0.9088306293156684,0.9245249031793208,0.8828614008941877
3dc49f795517d0959d7f441c87b53566,2012_14,5k,scale,elasticnet,age,keep-all,0.6916150162622011,0.910366737264519,1.138011369969903,0.905378083299636,0.910683208892382,0.9280374673511664,0.8819672131147541
8680e2df76dd58f987b35f31abe30f7c,2014,25k,scale,logreg,age,drop-non-german,0.6802230587051555,0.912362055512206,1.1260171664251477,0.9111470548591456,0.9082131027900971,0.9249752319193012,0.8804769001490313
de1c4049fb979611d84cc5e4ec10a00e,2014,1k,scale,gbm,none,keep-all,0.7418336171636242,0.9102441199420356,1.1564931445769702,0.9071572988273352,0.9072587436142144,0.9252454291632892,0.8774962742175857
db2cf1963c51a1d6a183847dac48254d,2010_14,25k,scale,rf,none,keep-all,0.6599999999999999,0.9157284583658456,1.1512205997101772,0.913627173473514,0.9081008252399932,0.92227325947942,0.8846497764530551
453355fdf4c02e9fb83b7954bffad056,2012_14,1k,scale,penalized_logreg,none,keep-all,0.7547096822672416,0.9106119719094862,1.1995764128859658,0.9030327537403964,0.9143883680458093,0.932450689002972,0.8845007451564829
b9b5cd07c9c1c612408cbed0633d2250,2010_14,5k,scale,gbm,age,drop-non-german,0.7161707086485798,0.9112362055512206,1.1489911938468398,0.9091252190322144,0.9084376578903048,0.9238944429433488,0.8828614008941877
c1a74289e1731113bdc5b90dff046fcc,2010_14,5k,scale,logreg,sex,keep-all,0.6802962526098277,0.9106900011147028,1.1457028201984172,0.9092060924652918,0.9104586537921744,0.9262361523912456,0.8843517138599106
7c8ce3b0f4107efd6c8da94e82cafd64,2014,1k,scale,gbm,nationality,drop-non-german,0.758135720599874,0.9088395942481328,1.1578642291829226,0.90750775037067,0.907595576264526,0.9238043771953526,0.8807749627421758
