universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
e8eaa36c366e8a0bafd246c24a31869b,penalized_logreg,nationality-sex,drop-non-german,0.6652254427038058,0.9115148812841378,1.2097425036227845,0.911713168890686,0.9348228821647112,0.946500945690354,0.9154992548435172
ff781731dcdee78c262ffadb63156903,penalized_logreg,nationality,keep-all,0.6756911709518163,0.9116263515773046,1.1999554118827334,0.9112548861032485,0.9296581148599338,0.9426281185265244,0.9081967213114754
81ac7889fc07902c57957226865f24e5,rf,sex,keep-all,0.6599999999999999,0.9157953405417456,1.14912495819864,0.9153524733791616,0.910739347667434,0.9256056921552732,0.886140089418778
884b918e8ede8673362fc916ebb89c2b,elasticnet,nationality-sex,drop-non-german,0.6897777917808091,0.9062200423587116,1.1342659681194962,0.9052163364334816,0.9073148823892664,0.922183193731424,0.8827123695976155
8965b8a88eed81e49c3d4c63da1705e0,elasticnet,sex,drop-non-german,0.6896768131512766,0.9062200423587116,1.1342882621781296,0.9052432942445072,0.9073148823892664,0.922183193731424,0.8827123695976155
477d49ef12fbd6cddc136c12b06b590b,gbm,nationality-sex,drop-non-german,0.6643018501218525,0.9117266748411548,1.1166648088284472,0.9122792829222268,0.9111884578678492,0.9265063496352336,0.8858420268256334
8b2c11c19583e4d5b9a213b53e76730c,elasticnet,nationality-sex,keep-all,0.6872980768593168,0.9065098651209452,1.133240441422361,0.9055128723547649,0.9071464660641104,0.922183193731424,0.8822652757078987
ffcd4f6171bad9a7f64bfbb74787f9df,penalized_logreg,nationality,drop-non-german,0.6739806319281745,0.9107791773492364,1.2128525248021402,0.910338320528373,0.9362824903160611,0.9477618661622984,0.9172876304023844
f4aa7f1a938cc9245663d6b4d0596022,gbm,none,drop-non-german,0.6643988046082314,0.9120945268086056,1.1171775721770147,0.9113896751583772,0.910795486442486,0.9265964153832298,0.8846497764530551
ece8e37d5f78a0b66773e8fa931dd6da,gbm,nationality-sex,keep-all,0.6660850694678735,0.9126518782744398,1.117344777616765,0.9124140719773556,0.9101218211418628,0.9258758893992616,0.884053651266766
87e1eecf7f2d100c4707dece3f2e668c,penalized_logreg,none,drop-non-german,0.667985062798682,0.9109463827889868,1.20911826998105,0.910661814260682,0.934879020939763,0.94659101143835,0.9154992548435172
630882776e420e2a50ab68c1f76a8700,rf,nationality,keep-all,0.6599999999999999,0.914925872255044,1.1498495151042247,0.9141932875050546,0.9074271599393702,0.9196613527875348,0.8871833084947839
8015739cd8f10b3c9f2ea76759557c73,penalized_logreg,sex,keep-all,0.6761277050096451,0.9118938802809052,1.2021959647753873,0.911928831378892,0.9315668332116992,0.9437989732504728,0.9113263785394932
04a5873dee9dbd78c41d68119fadece0,rf,none,drop-non-german,0.65,0.9140675509976592,1.1427265633708616,0.9136810890955654,0.9079885476898896,0.9231739169593804,0.8828614008941877
47601ce248a345cf80aa089cf9880cfa,rf,nationality-sex,drop-non-german,0.65,0.91453572622896,1.1409541857095085,0.9128453969537672,0.9096727109414472,0.9242547059353328,0.8855439642324888
e95235cea9f300cc59b8bea683dd19b1,rf,sex,drop-non-german,0.65,0.914000668821759,1.1392709842826887,0.9133306375522308,0.9084937966653568,0.9232639827073764,0.884053651266766
f1db0d7a1518f502c13447817490b26e,gbm,nationality,keep-all,0.6649378715308762,0.9118715862222716,1.115494370750195,0.9109583501819652,0.9104025150171224,0.9265063496352336,0.8837555886736215
ecc217051ed97339dd01598751d6478c,logreg,nationality-sex,drop-non-german,0.6652254427038058,0.9115148812841378,1.2097425036227845,0.911713168890686,0.9348228821647112,0.946500945690354,0.9154992548435172
c695dfe1666988e99123eaf9290c2d84,penalized_logreg,sex,drop-non-german,0.6734194548559506,0.9110021179355702,1.2124512317467395,0.9105539830165792,0.9361702127659576,0.9476718004143024,0.9171385991058122
c0e33c3e2220da8b49cf0ce915df6679,logreg,none,keep-all,0.673671679915707,0.9121614089845056,1.2037676959090402,0.9117940423237632,0.931847527086959,0.9438890389984688,0.9119225037257824
1a046868f549224919d5aea86afcaf91,rf,none,keep-all,0.6599999999999999,0.9155612529260952,1.1505740720098094,0.9134384687963336,0.9077639925896815,0.9217328649914438,0.8846497764530551
12a5fec09c1184e64c2b9398314839d5,logreg,sex,keep-all,0.6761277050096451,0.9118938802809052,1.2021959647753873,0.911928831378892,0.9315668332116992,0.9437989732504728,0.9113263785394932
d4731eaaaf4b2afab254d28e236bc980,elasticnet,none,drop-non-german,0.6897556201651468,0.9062088953293947,1.1343217032660795,0.9052702520555332,0.9073148823892664,0.922183193731424,0.8827123695976155
027bf915af12d3f79f06c5867c0eddfb,rf,nationality-sex,keep-all,0.65,0.9135993757663584,1.1413108906476424,0.9123331985442782,0.9071464660641104,0.922093127983428,0.882414307004471
d68204b406b3db0bba5ef9dfec05f208,logreg,nationality,keep-all,0.6756911709518163,0.9116263515773046,1.1999554118827334,0.9112548861032485,0.9296581148599338,0.9426281185265244,0.9081967213114754
aeda81ea848062c8b09ab80466cf07c3,logreg,sex,drop-non-german,0.6734194548559506,0.9110021179355702,1.2124512317467395,0.9105539830165792,0.9361702127659576,0.9476718004143024,0.9171385991058122
a1534888820cbfa843f49d2b4ef2514e,logreg,nationality,drop-non-german,0.6739806319281745,0.9107791773492364,1.2128525248021402,0.910338320528373,0.9362824903160611,0.9477618661622984,0.9172876304023844
41371f7240f084e92e79a21cc3dc2e21,logreg,none,drop-non-german,0.667985062798682,0.9109463827889868,1.20911826998105,0.910661814260682,0.934879020939763,0.94659101143835,0.9154992548435172
d666e2b26ad834a3a31caefc780fa30b,gbm,sex,keep-all,0.6662950157812069,0.912573849069223,1.116999219707948,0.9126836500876128,0.9110200415426936,0.9262361523912456,0.8858420268256334
ac61dc4975b4c6e37c44b92d00e83325,penalized_logreg,none,keep-all,0.673671679915707,0.9121614089845056,1.2037676959090402,0.9117940423237632,0.931847527086959,0.9438890389984688,0.9119225037257824
37cb643ae0e5b9b35a6d97f8a210c57b,gbm,nationality,drop-non-german,0.6640932262468986,0.9120833797792888,1.1171106900011147,0.9113357595363256,0.910795486442486,0.9266864811312258,0.8845007451564829
