universe_id,universe_training_size,universe_scale,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
6df84b9af6ef602494825180d40fdfc7,5k,do-not-scale,elasticnet,nationality-sex,drop-non-german,0.6834166676079328,0.9096644744175677,1.1519563036450786,0.9067259738509234,0.910683208892382,0.92704674412321,0.8836065573770492
