,level_0,level_1,level_2,individual importance,total importance,individual std,total std
2,universe_model,,,0.6880511350786551,0.6880511350786551,0.4034467241771107,0.4034467241771107
0,universe_exclude_features,,,0.18253719468362994,0.18253719468362994,0.25847575401650114,0.25847575401650114
4,universe_exclude_features,universe_model,,0.04231774986554207,0.9129060796278271,0.06133693978653036,0.18024668860513218
3,universe_exclude_features,universe_exclude_subgroups,,0.041700439673396886,0.25303013188617407,0.09248319266423967,0.35825082976700817
1,universe_exclude_subgroups,,,0.028792497529147226,0.028792497529147226,0.05948495044746029,0.05948495044746029
5,universe_exclude_subgroups,universe_model,,0.012391072330052075,0.7292347049378544,0.026864801178069015,0.3522658896039445
6,universe_exclude_features,universe_exclude_subgroups,universe_model,0.0042099108395775384,1.0000000000000009,0.01084899480204,2.173812713080067e-15
