universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
d666e2b26ad834a3a31caefc780fa30b,gbm,sex,keep-all,0.8077001785583311,0.9556682644075354,1.3113365288150707
