universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
87e1eecf7f2d100c4707dece3f2e668c,penalized_logreg,none,drop-non-german,0.8357097341873378,0.955501058967785,1.458744844498941
