universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
37cb643ae0e5b9b35a6d97f8a210c57b,gbm,nationality,drop-non-german,0.8152064438079663,0.9553115594694014,1.3096644744175676
