universe_id,universe_training_year,universe_training_size,universe_scale,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
3fef58ec7b310b6adacf2c5e9a827b18,2014,25k,scale,elasticnet,nationality,drop-non-german,0.6758755123061109,0.9127299074796568,1.1258165198974472,0.9117940423237632,0.9125357884690956,0.9281275330991624,0.886736214605067
7751cc1fc37583662872acc321b2c017,2012_14,25k,scale,elasticnet,nationality-sex,keep-all,0.6645837778216448,0.9118047040463716,1.1251922862557129,0.9111470548591456,0.9104025150171224,0.9259659551472575,0.8846497764530551
e27a9f3050c36db572ccf27907c2f740,2012_14,25k,do-not-scale,logreg,nationality,keep-all,0.6779959096769574,0.9110912941701036,1.1951844833351912,0.9101765736622186,0.9269634536574411,0.9409168693145996,0.9038748137108792
a2f5b00e3eceff8181cdf3dffe571a8a,2014,25k,scale,elasticnet,none,drop-non-german,0.6758755123061104,0.9127299074796568,1.1258165198974472,0.9117940423237632,0.9125357884690956,0.9281275330991624,0.886736214605067
0e93ff69eca5797dce281a66bddf3145,2014,25k,scale,penalized_logreg,nationality,keep-all,0.6759590591107105,0.9124846728346896,1.12547096198863,0.911200970481197,0.9123673721439398,0.9279474016031704,0.8865871833084947
06fab8a587e0f7aae66623fb18dc8554,2014,25k,scale,elasticnet,sex,drop-non-german,0.6760322756471857,0.9126518782744398,1.1258165198974472,0.9128993125758188,0.912142817043732,0.9267765468792218,0.8879284649776453
851f597f9d0073d445a196b93b5c3213,2012_14,25k,scale,penalized_logreg,none,keep-all,0.6645951313393657,0.9115148812841378,1.125080815962546,0.9096374174417038,0.9105147925672262,0.926866612627218,0.8834575260804769
4aac42b1b42178dcd661a9eca0e66b0c,2014,25k,do-not-scale,logreg,nationality-sex,keep-all,0.6781538196442841,0.9122171441310892,1.2013487905473192,0.9107426876937592,0.9287598944591028,0.9429883815185084,0.9052160953800298
f7e60d8bf3ee3cfc90e82fb457e1f056,2012_14,25k,do-not-scale,logreg,age,keep-all,0.6545666879419041,0.9126407312451232,1.2503622784527924,0.9122792829222268,0.962387020715208,0.9680266594614068,0.9530551415797316
17cde67cb88bfc4adbd95d48841de1b8,2014,25k,scale,penalized_logreg,none,drop-non-german,0.6760209938452992,0.91271876045034,1.1255489911938468,0.9119018735678665,0.9120866782686802,0.9276772043591822,0.8862891207153503
d2cfd3c96f4207e7a51629c84d1fa1bc,2014,25k,scale,gbm,age,drop-non-german,0.6976592053935815,0.9102441199420356,1.1151153717534277,0.9091252190322144,0.9057429966878122,0.9229937854633884,0.8771982116244411
1037b4bfd65ba52d69eedc2d62fcb827,2012_14,25k,scale,elasticnet,nationality,drop-non-german,0.662329211139268,0.9111693233753204,1.1248913164641623,0.9083704003234936,0.9095604333913434,0.9262361523912456,0.8819672131147541
a004af597311678e814c78a0f5901c30,2014,25k,scale,gbm,nationality-sex,drop-non-german,0.687951963008667,0.9106008248801696,1.1111470293166872,0.9115514220245317,0.9119182619435244,0.9263262181392417,0.8880774962742176
586b83af98d6eb18fb7c0460f21de287,2014,25k,do-not-scale,elasticnet,age,keep-all,0.6562581887236825,0.9133095530041244,1.2703489020176124,0.9122792829222268,0.9650816819177006,0.9724398811132128,0.9529061102831594
