universe_id,universe_training_year,universe_training_size,universe_scale,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
ed534806b0842d2f1dd2164fd70a22e4,2012_14,1k,do-not-scale,elasticnet,nationality,keep-all,0.6978693806371161,0.9118715862222717,1.2328280013376436,0.909179134654266,0.9452085555493179,0.9553273889939656,0.9284649776453056
