universe_id,universe_training_year,universe_training_size,universe_scale,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
3f6cff82b9c68a66c8e8f9ecf13776d0,2014,25k,do-not-scale,elasticnet,nationality,drop-non-german,0.6888117394667196,0.9112473525805372,1.1374986066213355,0.909718290874781,0.9083815191152529,0.9239845086913446,0.8825633383010432
