universe_id,universe_training_year,universe_training_size,universe_scale,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
04b90f054e33cda6fbe323f9cf27aac1,2014,25k,scale,penalized_logreg,nationality,drop-non-german,0.675677469621847,0.9126964663917067,1.1257830788094974,0.9117131688906861,0.9123673721439398,0.9277672701071782,0.8868852459016393
