universe_id,universe_training_year,universe_training_size,universe_scale,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
29bbfc090457b375162cd6d5988a0c0d,2010_14,1k,scale,rf,nationality-sex,drop-non-german,0.64,0.9139003455579088,1.149827221045591,0.9113357595363256,0.902823780385112,0.9232639827073764,0.8690014903129657
f7207e98f9209b278fafa387f90cc17e,2010_14,25k,scale,rf,nationality-sex,drop-non-german,0.65,0.9143350797012596,1.140998773826775,0.9126836500876128,0.9087744905406164,0.9234441142033684,0.8845007451564829
621e12d5accc50ee57a82fe038d6e66d,2012_14,1k,do-not-scale,elasticnet,nationality-sex,keep-all,0.6978483342593992,0.9118604391929552,1.2328280013376436,0.909179134654266,0.945208555549318,0.9553273889939656,0.9284649776453056
523b4d52292fbf0322ce0d3ad7b649bd,2014,1k,do-not-scale,elasticnet,none,drop-non-german,0.6771811696244842,0.9101437966781852,1.2515773046483112,0.9094756705755492,0.9476786616516027,0.9568585067098982,0.9324888226527572
346c04ceb92e7cd7c01293712a413e02,2012_14,5k,do-not-scale,penalized_logreg,age,keep-all,0.6654304868406127,0.9125961431278564,1.2501839259837253,0.9093408815204206,0.9601414697131307,0.9673961992254344,0.9481371087928464
01ab4dca189a304addb41b6c3720ad61,2010_14,5k,do-not-scale,penalized_logreg,nationality-sex,keep-all,0.6818138093493776,0.9102998550886188,1.1891873815628136,0.9093139237093948,0.9225284904283388,0.9364135819147978,0.8995529061102832
f608186de5fa13e314930f2a0232f3bd,2010_14,1k,do-not-scale,gbm,none,drop-non-german,0.7748940254133746,0.908906476424033,1.1941812506966891,0.9077234128588758,0.9072026048391624,0.9238944429433488,0.8795827123695976
9f29a4954522ea96011bc88a815bf0ba,2012_14,25k,do-not-scale,penalized_logreg,age,drop-non-german,0.6487226087484721,0.9128859658900904,1.2522684204659458,0.912980186008896,0.9628361309156234,0.9682968567053948,0.9538002980625933
7749917c0bc5e709d966c8a33fe97ae1,2012_14,5k,scale,logreg,nationality,drop-non-german,0.694010778796712,0.9107457362612864,1.1363950507189835,0.903922361504246,0.907539437489474,0.927226875619202,0.8749627421758569
2fcad5174c64af08b2115eae9df6b0be,2014,25k,do-not-scale,gbm,nationality,keep-all,0.6808920333125817,0.9106119719094862,1.1108906476424032,0.9124140719773556,0.9102902374670184,0.9250652976672972,0.8858420268256334
cec8bf8b5ee7d9a03eab2fa29d6f898a,2012_14,5k,scale,gbm,sex,keep-all,0.6913207909420612,0.909508416007134,1.1232749972132428,0.905189378622456,0.9070903272890586,0.9243447716833288,0.8785394932935916
226a506f4560c0375082c005cb7fdde2,2012_14,25k,do-not-scale,elasticnet,sex,drop-non-german,0.6840197092493967,0.9089510645412996,1.1326830899565266,0.907184256638361,0.9072587436142144,0.9229937854633884,0.8812220566318927
85de1045f7e178ec2a7da33c4c80336a,2014,25k,scale,rf,age,keep-all,0.6699999999999999,0.914892431167094,1.1441087950061308,0.9144359078042864,0.9127042047942514,0.9265063496352336,0.889865871833085
