universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
477d49ef12fbd6cddc136c12b06b590b,gbm,nationality-sex,drop-non-german,0.6643018501218525,0.9117266748411549,1.1166648088284472,0.9122792829222267,0.9111884578678493,0.9265063496352337,0.8858420268256334
