universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,universe_scale,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
178e4745600648bf3470ed27ba046cb4,rf,nationality-sex,keep-all,scale,0.65,0.9135436406197748,1.141366625794226,0.9122792829222268,0.9070903272890586,0.9220030622354318,0.882414307004471
240998e0db90607c9ab50f364189b362,rf,nationality,keep-all,do-not-scale,0.6599999999999999,0.914925872255044,1.1498495151042247,0.9141932875050546,0.9074271599393702,0.9196613527875348,0.8871833084947839
de6d55feceb94a23585f9ab70ec712e7,rf,sex,keep-all,do-not-scale,0.6599999999999999,0.9157953405417456,1.14912495819864,0.9153524733791616,0.910739347667434,0.9256056921552732,0.886140089418778
0b098db4ebd5481f9b74bc56cd4471cc,gbm,none,drop-non-german,do-not-scale,0.6643988046082314,0.9120945268086056,1.1171775721770147,0.9113896751583772,0.910795486442486,0.9265964153832298,0.8846497764530551
ad48488da884420acb8a216603922a86,gbm,nationality-sex,drop-non-german,scale,0.6644479348517421,0.9117489688997882,1.1166202207111804,0.912252325111201,0.9112445966429013,0.9265964153832298,0.8858420268256334
1cca99ae8c91c70a687b812cbe852867,gbm,sex,keep-all,do-not-scale,0.6662950157812069,0.912573849069223,1.116999219707948,0.9126836500876128,0.9110200415426936,0.9262361523912456,0.8858420268256334
24ec900894c13c1ae40a2653ffba70b2,gbm,none,keep-all,do-not-scale,0.6685875842072209,0.9125292609519564,1.117668041466949,0.9110661814260682,0.9101779599169146,0.9262361523912456,0.8836065573770492
6e91c12da9e1c9fbd8da7a1ad6dc5943,elasticnet,nationality,keep-all,do-not-scale,0.6873785450835304,0.9065321591795786,1.1333184706275778,0.9055398301657904,0.9071464660641104,0.922183193731424,0.8822652757078987
8ce6132743c4c765c8c226af12ddb8d4,logreg,nationality-sex,drop-non-german,do-not-scale,0.6652254427038058,0.9115148812841378,1.2097425036227845,0.911713168890686,0.9348228821647112,0.946500945690354,0.9154992548435172
ddb506ae2be8b282f3a883e0c2c18dab,elasticnet,none,keep-all,do-not-scale,0.6872213111423616,0.9065321591795786,1.1332627354809943,0.9055667879768164,0.9072026048391624,0.922183193731424,0.882414307004471
d2b96c438eda616e3c284a5666daf09d,logreg,nationality-sex,keep-all,do-not-scale,0.6625728753302769,0.911080147140787,1.19266525470962,0.9114975064024802,0.9259529557065064,0.9398360803386472,0.9029806259314456
6e2460c2cbf4a6b3c5ec2bf34be47547,logreg,nationality-sex,drop-non-german,scale,0.6596793236665499,0.9100657674729684,1.1248021402296289,0.909502628386575,0.9100656823668108,0.9256957579032694,0.8842026825633383
8cb8189f8e2ac823fb475728054b3e84,rf,sex,keep-all,scale,0.6599999999999999,0.9162189276557796,1.149771485899008,0.9157837983555736,0.9124235109189918,0.927226875619202,0.8879284649776453
8fa529911a6b9915e58035aaf834724b,rf,none,keep-all,do-not-scale,0.6599999999999999,0.9155612529260952,1.1505740720098094,0.9134384687963336,0.9077639925896815,0.9217328649914438,0.8846497764530551
4fd6ccb11cd1f6a8031ffb6ac08bcfc0,logreg,sex,drop-non-german,scale,0.6596793237259716,0.9100657674729684,1.1248021402296289,0.909502628386575,0.9100656823668108,0.9256957579032694,0.8842026825633383
5e620d3a7c5a85abe6854b26dc583175,gbm,sex,drop-non-german,do-not-scale,0.6643018501218525,0.9118047040463716,1.116698249916397,0.9123331985442782,0.9112445966429013,0.9265964153832298,0.8858420268256334
0a44548818219cb72629c2cf8cd62c10,rf,nationality-sex,drop-non-german,scale,0.65,0.9143350797012596,1.140998773826775,0.9126836500876128,0.9087744905406164,0.9234441142033684,0.8845007451564829
