,level_0,level_1,level_2,individual importance,total importance,individual std,total std
2,universe_model,,,0.38967725073798753,0.38967725073798753,0.25723811448203077,0.25723811448203077
0,universe_exclude_features,,,0.17091518198716682,0.17091518198716682,0.10269258547445588,0.10269258547445588
4,universe_exclude_features,universe_model,,0.16961090845015292,0.7302033411753073,0.12837134696860172,0.24193073560173126
1,universe_exclude_subgroups,,,0.11976010930124525,0.11976010930124525,0.1535802334361605,0.1535802334361605
5,universe_exclude_subgroups,universe_model,,0.08595721579623686,0.5953945758354696,0.09963060461612129,0.22075886754095844
6,universe_exclude_features,universe_exclude_subgroups,universe_model,0.03278133920353921,1.0000000000000007,0.028484365985960068,2.4969221886094808e-15
3,universe_exclude_features,universe_exclude_subgroups,,0.03129799452367227,0.3219732858120843,0.03606124855816823,0.18756660177313703
