universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
0b098db4ebd5481f9b74bc56cd4471cc,gbm,none,drop-non-german,0.6643988046082314,0.9120945268086055,1.1171775721770147,0.9113896751583771,0.9107954864424859,0.9265964153832298,0.8846497764530551
