universe_id,universe_training_year,universe_training_size,universe_scale,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
359de71a9990351a4c217172731681fd,2012_14,5k,scale,gbm,sex,drop-non-german,0.7014872235853773,0.9099320031211682,1.126329283246015,0.9058633238980994,0.9045079436366699,0.922363325227416,0.8749627421758569
