universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
1d4c9234d9c16972c57fb6f8562c7695,elasticnet,nationality-sex,drop-non-german,0.6897777917808091,0.9062200423587115,1.1342659681194962,0.9052163364334816,0.9073148823892663,0.922183193731424,0.8827123695976155
