universe_id,universe_training_year,universe_training_size,universe_scale,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
fded1252dc98d57908f824e5d1a56863,2010_14,1k,do-not-scale,logreg,none,drop-non-german,0.6960515733272228,0.9119384683981719,1.2404971575075243,0.912252325111201,0.9345421882894516,0.9470413401783302,0.9138599105812221
