universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
992923ba54cc8fc630efc8cc066c4867,elasticnet,nationality,drop-non-german,0.6595202646684198,0.9101772377661353,1.1251365511091294,0.908127780024262,0.9102340986919666,0.927136809871206,0.8822652757078987
