universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
7835d6f4276d464df5313c642496b1e0,logreg,nationality,drop-non-german,0.6739806319281745,0.9107791773492364,1.2128525248021402,0.910338320528373,0.9362824903160613,0.9477618661622985,0.9172876304023845
