universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
e4138ba25e08c402284760c02aae46a7,logreg,none,keep-all,0.673671679915707,0.9121614089845056,1.2037676959090402,0.9117940423237633,0.931847527086959,0.9438890389984689,0.9119225037257824
