universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
1a046868f549224919d5aea86afcaf91,rf,none,keep-all,0.6599999999999999,0.9155612529260952,1.1505740720098094
