universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
e8eaa36c366e8a0bafd246c24a31869b,penalized_logreg,nationality-sex,drop-non-german,0.6652254427038058,0.9115148812841378,1.2097425036227845
