universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
aeda81ea848062c8b09ab80466cf07c3,logreg,sex,drop-non-german,0.6734194548559506,0.9110021179355702,1.2124512317467395
