universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
0f43291b17a5b4460355d5d20bb34cd2,gbm,none,keep-all,0.8083668742696616,0.9555345000557351,1.3101103555902351
