universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
d666e2b26ad834a3a31caefc780fa30b,gbm,sex,keep-all,0.6662950157812069,0.912573849069223,1.116999219707948
