universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
e95235cea9f300cc59b8bea683dd19b1,rf,sex,drop-non-german,0.65,0.914000668821759,1.1392709842826887
