universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
884b918e8ede8673362fc916ebb89c2b,elasticnet,nationality-sex,drop-non-german,0.6897777917808091,0.9062200423587115,1.1342659681194962
