universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
12a5fec09c1184e64c2b9398314839d5,logreg,sex,keep-all,0.6761277050096451,0.9118938802809051,1.2021959647753873
