universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
c0e33c3e2220da8b49cf0ce915df6679,logreg,none,keep-all,0.8270736881876347,0.956181027756103,1.4605172221602942
