universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
41371f7240f084e92e79a21cc3dc2e21,logreg,none,drop-non-german,0.667985062798682,0.9109463827889868,1.20911826998105
