universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,q_hat,coverage,avg_size
c695dfe1666988e99123eaf9290c2d84,penalized_logreg,sex,drop-non-german,0.6734194548559506,0.9110021179355702,1.2124512317467395
