,level_0,level_1,level_2,individual importance,total importance,individual std,total std
0,universe_exclude_features,,,0.39999903086374533,0.39999903086374533,0.4898928052887566,0.4898928052887566
2,universe_model,,,0.3999990308637448,0.3999990308637448,0.4898928052887559,0.4898928052887559
1,universe_exclude_subgroups,,,0.20000000000000012,0.20000000000000012,0.4000000000000002,0.4000000000000002
4,universe_exclude_features,universe_model,,1.938272506783663e-06,0.7999999999999968,4.9416446673751515e-06,0.3999999999999984
3,universe_exclude_features,universe_exclude_subgroups,,0.0,0.5999990308637455,0.0,0.48989320094096994
5,universe_exclude_subgroups,universe_model,,0.0,0.5999990308637447,0.0,0.4898932009409695
6,universe_exclude_features,universe_exclude_subgroups,universe_model,0.0,0.9999999999999969,0.0,4.274959372628015e-15
