universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,universe_scale,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
6ca658ca56cb6bfdacd97aa3f4de198b,logreg,age,drop-non-german,scale,0.6675342616361196,0.9089399175119831,1.1262958421580649,0.9066720582288719,0.9050693313871891,0.9229037197153922,0.875558867362146
