universe_id,universe_model,universe_exclude_features,universe_exclude_subgroups,universe_scale,q_hat,coverage,avg_size,cov_frau1,cov_nongerman,cov_nongerman_male,cov_nongerman_female
8dfa56aecf69d61fcb25d8c2973563fc,penalized_logreg,age,keep-all,do-not-scale,0.661675076099686,0.9129194069780403,1.2514658343551444,0.913088017252999,0.9627238533655196,0.968386922453391,0.9533532041728763
